"","genus","quality_grade","identifications_most_agree","species_guess","num_identification_disagreements","identifications_count","species_count","RatioDisagree"
"24391","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24392","Bombus","casual",TRUE,"Bumble Bees",0,2,56,0
"24393","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24394","Bombus","needs_id",TRUE,"Bumble Bees",1,4,56,0.25
"24395","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24396","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"24397","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24398","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24399","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24400","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24401","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24402","Bombus","research",TRUE,"Common Eastern Bumble Bee",1,4,56,0.25
"24403","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24404","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24405","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24406","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"24407","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24408","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24409","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24410","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24411","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24412","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24413","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24414","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24415","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"24416","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24417","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24418","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24419","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24420","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24421","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24422","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24423","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24424","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24425","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24426","Bombus","research",TRUE,"Common Eastern Bumble Bee",1,4,56,0.25
"24427","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24428","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24429","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24430","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24431","Bombus","needs_id",TRUE,"Pyrobombus",1,4,56,0.25
"24432","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24433","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24434","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24435","Bombus","casual",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"24436","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24437","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24438","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24439","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24440","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24441","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24442","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24443","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"24444","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24445","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24446","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24447","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"24448","Bombus","needs_id",TRUE,"Bumble Bees",1,4,56,0.25
"24449","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24450","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24451","Bombus","needs_id",TRUE,"Bumble Bees",0,3,56,0
"24452","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24453","Bombus","needs_id",TRUE,"Pyrobombus",0,3,56,0
"24454","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"24455","Bombus","needs_id",TRUE,"Bumble Bees",0,3,56,0
"24456","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24457","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24458","Bombus","research",TRUE,"Common Eastern Bumble Bee",1,4,56,0.25
"24459","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24460","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24461","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24462","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24463","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24464","Bombus","needs_id",TRUE,"Bumble Bees",0,3,56,0
"24465","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24466","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24467","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"24468","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24469","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24470","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24471","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24472","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"24473","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24474","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24475","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24476","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24477","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"24478","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"24479","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24480","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"24481","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24482","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24483","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24484","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,3,56,0
"24485","Bombus","research",TRUE,"Red-belted Bumble Bee",0,1,56,0
"24486","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24487","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24488","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24489","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24490","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24491","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24492","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"24493","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24494","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24495","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"24496","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24497","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24498","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"24499","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24500","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24501","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24502","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24503","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24504","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24505","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24506","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24507","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3,56,0
"24508","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24509","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24510","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24511","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24512","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24513","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24514","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24515","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24516","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24517","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24518","Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1,56,0
"24519","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2,56,0
"24520","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24521","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"24522","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24523","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24524","Apis","research",TRUE,"Western Honey Bee",0,4,1,0
"24525","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24526","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24527","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24528","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24529","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24530","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24531","Bombus","research",TRUE,"Half-black Bumble Bee",0,2,56,0
"24532","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24533","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24534","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24535","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24536","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24537","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24538","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"24539","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24540","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"24541","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24542","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24543","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"24544","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24545","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24546","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24547","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24548","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"24549","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24550","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24551","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24552","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24553","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24554","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24555","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24556","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24557","Nomada","research",TRUE,"Nomada vicina",1,4,33,0.25
"24558","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24559","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24560","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"24561","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24562","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24563","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24564","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"24565","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"24566","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24567","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24568","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24569","Bombus","casual",FALSE,"Bumble Bees",0,0,56,NA
"24570","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24571","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24572","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24573","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24574","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24575","Bombus","research",TRUE,"Common Eastern Bumble Bee",1,4,56,0.25
"24576","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24577","Bombus","needs_id",TRUE,"Bumble Bees",0,3,56,0
"24578","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24579","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"24580","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24581","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24582","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24583","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24584","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24585","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24586","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24587","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24588","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"24589","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24590","Bombus","needs_id",TRUE,"Fernald's Cuckoo Bumble Bee",0,1,56,0
"24591","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"24592","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"24593","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24594","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2,56,0
"24595","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24596","Bombus","research",TRUE,"Golden Northern Bumble Bee",0,2,56,0
"24597","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,2,56,0
"24598","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"24599","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24600","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24601","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,2,56,0
"24602","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"24603","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24604","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"24605","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24606","Melissodes","needs_id",TRUE,"Eumelissodes",0,1,21,0
"24607","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"24608","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"24609","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"24610","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24611","Melissodes","research",TRUE,"Valiant Long-horned Bee",0,1,21,0
"24612","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24613","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,3,56,0
"24614","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"24615","Bombus","research",TRUE,"Red-belted Bumble Bee",0,1,56,0
"24616","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24617","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24618","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24619","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"24620","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"24621","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24622","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24623","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,3,56,0
"24624","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2,56,0
"24625","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24626","Bombus","research",TRUE,"Golden Northern Bumble Bee",0,3,56,0
"24627","Apinae","needs_id",TRUE,"Apine Bees",0,2,NA,0
"24628","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24629","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24630","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"24631","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24632","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24633","Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1,56,0
"24634","Bombus","research",TRUE,"Red-belted Bumble Bee",0,1,56,0
"24635","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,2,56,0
"24636","Melissodes","research",TRUE,"Thistle Long-horned Bee",0,2,21,0
"24637","Bombus","research",TRUE,"Tricolored Bumble Bee",0,3,56,0
"24638","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24639","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24640","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24641","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1,56,0
"24642","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"24643","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24644","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24645","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24646","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"24647","Bombus","casual",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"24648","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"24649","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24650","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"24651","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24652","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,2,56,0
"24653","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"24654","Bombus","needs_id",FALSE,"Half-black Bumble Bee",0,0,56,NA
"24655","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24656","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24657","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24658","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24659","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"24660","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24661","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"24662","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24663","Melissodes","needs_id",TRUE,"Eumelissodes",0,1,21,0
"24664","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"24665","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24666","Bombus","research",TRUE,"Red-belted Bumble Bee",0,1,56,0
"24667","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24668","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2,56,0
"24669","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"24670","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24671","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"24672","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24673","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24674","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24675","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24676","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24677","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24678","Bombus","research",TRUE,"Red-belted Bumble Bee",0,2,56,0
"24679","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"24680","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"24681","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24682","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"24683","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2,56,0
"24684","Bombus","needs_id",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"24685","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"24686","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"24687","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,2,56,0
"24688","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"24689","Bombus","research",TRUE,"Half-black Bumble Bee",0,1,56,0
"24690","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24691","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24692","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24693","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24694","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24695","Bombus","research",TRUE,"Red-belted Bumble Bee",0,2,56,0
"24696","Bombus","research",TRUE,"Perplexing Bumble Bee",0,2,56,0
"24697","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"24698","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24699","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24700","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,2,56,0
"24701","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,2,56,0
"24702","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"24703","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"24704","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
